Level,Expression,Value,Location,Refresh
 1,[9][8],0.902243614,0x20006B6C,5 Hz
 1,[9][9],0.902038336,0x20006B70,5 Hz
 1,[9][10],0.902176082,0x20006B74,5 Hz
 1,[10][0],0.899984181,0x20006B78,5 Hz
 1,[10][1],0.899674833,0x20006B7C,5 Hz
 1,[10][2],0.900084734,0x20006B80,5 Hz
 1,[10][3],0.899762213,0x20006B84,5 Hz
 1,[10][4],0.899540722,0x20006B88,5 Hz
 1,[10][5],0.899884462,0x20006B8C,5 Hz
 1,[10][6],0.899682164,0x20006B90,5 Hz
 1,[10][7],0.899721801,0x20006B94,5 Hz
 1,[10][8],0.899507761,0x20006B98,5 Hz
 1,[10][9],0.899754703,0x20006B9C,5 Hz
 1,[10][10],0.899749756,0x20006BA0,5 Hz
 1,[11][0],0.898476243,0x20006BA4,5 Hz
 1,[11][1],0.898664474,0x20006BA8,5 Hz
 1,[11][2],0.898406386,0x20006BAC,5 Hz
 1,[11][3],0.898029268,0x20006BB0,5 Hz
 1,[11][4],0.898031294,0x20006BB4,5 Hz
 1,[11][5],0.898032367,0x20006BB8,5 Hz
 1,[11][6],0.898124397,0x20006BBC,5 Hz
 1,[11][7],0.898117602,0x20006BC0,5 Hz
 1,[11][8],0.898220837,0x20006BC4,5 Hz
 1,[11][9],0.898032367,0x20006BC8,5 Hz
 1,[11][10],0.898043334,0x20006BCC,5 Hz
 1,[12][0],0.896525025,0x20006BD0,5 Hz
 1,[12][1],0.896614909,0x20006BD4,5 Hz
 1,[12][2],0.89658308,0x20006BD8,5 Hz
 1,[12][3],0.896555781,0x20006BDC,5 Hz
 1,[12][4],0.896721303,0x20006BE0,5 Hz
 1,[12][5],0.896559179,0x20006BE4,5 Hz
 1,[12][6],0.896757841,0x20006BE8,5 Hz
 1,[12][7],0.896758914,0x20006BEC,5 Hz
 1,[12][8],0.896850824,0x20006BF0,5 Hz
 1,[12][9],0.896467566,0x20006BF4,5 Hz
 1,[12][10],0.896565616,0x20006BF8,5 Hz
 1,[13][0],0.895169139,0x20006BFC,5 Hz
 1,[13][1],0.895155251,0x20006C00,5 Hz
 1,[13][2],0.895351529,0x20006C04,5 Hz
 1,[13][3],0.895281494,0x20006C08,5 Hz
 1,[13][4],0.895222962,0x20006C0C,5 Hz
 1,[13][5],0.895006001,0x20006C10,5 Hz
 1,[13][6],0.895259976,0x20006C14,5 Hz
 1,[13][7],0.895183206,0x20006C18,5 Hz
 1,[13][8],0.89498353,0x20006C1C,5 Hz
 1,[13][9],0.895206511,0x20006C20,5 Hz
 1,[13][10],0.895110309,0x20006C24,5 Hz
 1,[14][0],0.894308388,0x20006C28,5 Hz
 1,[14][1],0.894913077,0x20006C2C,5 Hz
 1,[14][2],0.894866228,0x20006C30,5 Hz
 1,[14][3],0.894719124,0x20006C34,5 Hz
 1,[14][4],0.894831419,0x20006C38,5 Hz
 1,[14][5],0.894747257,0x20006C3C,5 Hz
 1,[14][6],0.894598365,0x20006C40,5 Hz
 1,[14][7],0.894711435,0x20006C44,5 Hz
 1,[14][8],0.894664288,0x20006C48,5 Hz
 1,[14][9],0.894801438,0x20006C4C,5 Hz
 1,[14][10],0.894957244,0x20006C50,5 Hz
 1,[15][0],0.894136131,0x20006C54,5 Hz
 1,[15][1],0.894277155,0x20006C58,5 Hz
 1,[15][2],0.89427644,0x20006C5C,5 Hz
 1,[15][3],0.893847167,0x20006C60,5 Hz
 1,[15][4],0.893642008,0x20006C64,5 Hz
 1,[15][5],0.893828392,0x20006C68,5 Hz
 1,[15][6],0.893706322,0x20006C6C,5 Hz
 1,[15][7],0.893765926,0x20006C70,5 Hz
 1,[15][8],0.893812001,0x20006C74,5 Hz
 1,[15][9],0.894036651,0x20006C78,5 Hz
 1,[15][10],0.89395839,0x20006C7C,5 Hz
 1,[16][0],0.893807411,0x20006C80,5 Hz
 1,[16][1],0.894124568,0x20006C84,5 Hz
 1,[16][2],0.893823981,0x20006C88,5 Hz
 1,[16][3],0.893888235,0x20006C8C,5 Hz
 1,[16][4],0.893776953,0x20006C90,5 Hz
 1,[16][5],0.893446445,0x20006C94,5 Hz
 1,[16][6],0.893450975,0x20006C98,5 Hz
 1,[16][7],0.893519461,0x20006C9C,5 Hz
 1,[16][8],0.893796325,0x20006CA0,5 Hz
 1,[16][9],0.89386332,0x20006CA4,5 Hz
 1,[16][10],0.893827617,0x20006CA8,5 Hz
 1,[17][0],0.893622875,0x20006CAC,5 Hz
 1,[17][1],0.893891752,0x20006CB0,5 Hz
 1,[17][2],0.894001186,0x20006CB4,5 Hz
 1,[17][3],0.893681109,0x20006CB8,5 Hz
 1,[17][4],0.893766105,0x20006CBC,5 Hz
 1,[17][5],0.893587589,0x20006CC0,5 Hz
 1,[17][6],0.893673599,0x20006CC4,5 Hz
 1,[17][7],0.89397639,0x20006CC8,5 Hz
 1,[17][8],0.893807769,0x20006CCC,5 Hz
 1,[17][9],0.893745482,0x20006CD0,5 Hz
 1,[17][10],0.893823028,0x20006CD4,5 Hz
 1,[18][0],0.894048989,0x20006CD8,5 Hz
 1,[18][1],0.893941522,0x20006CDC,5 Hz
 1,[18][2],0.893747985,0x20006CE0,5 Hz
 1,[18][3],0.893436253,0x20006CE4,5 Hz
 1,[18][4],0.893325984,0x20006CE8,5 Hz
 1,[18][5],0.89338541,0x20006CEC,5 Hz
 1,[18][6],0.893706679,0x20006CF0,5 Hz
 1,[18][7],0.893593848,0x20006CF4,5 Hz
 1,[18][8],0.893806934,0x20006CF8,5 Hz
 1,[18][9],0.893591642,0x20006CFC,5 Hz
 1,[18][10],0.893616796,0x20006D00,5 Hz
 1,[19][0],0.892851353,0x20006D04,5 Hz
 1,[19][1],0.892686665,0x20006D08,5 Hz
 1,[19][2],0.892821729,0x20006D0C,5 Hz
 1,[19][3],0.89296335,0x20006D10,5 Hz
 1,[19][4],0.892601788,0x20006D14,5 Hz
 1,[19][5],0.892762184,0x20006D18,5 Hz
 1,[19][6],0.892980516,0x20006D1C,5 Hz
 1,[19][7],0.892858505,0x20006D20,5 Hz
 1,[19][8],0.892907619,0x20006D24,5 Hz
 1,[19][9],0.892829478,0x20006D28,5 Hz
 1,[19][10],0.89270848,0x20006D2C,5 Hz
 1,[20][0],0.893925071,0x20006D30,5 Hz
 1,[20][1],0.893854976,0x20006D34,5 Hz
 1,[20][2],0.893974662,0x20006D38,5 Hz
 1,[20][3],0.89369756,0x20006D3C,5 Hz
 1,[20][4],0.893604338,0x20006D40,5 Hz
 1,[20][5],0.893623054,0x20006D44,5 Hz
 1,[20][6],0.893357635,0x20006D48,5 Hz
 1,[20][7],0.893970728,0x20006D4C,5 Hz
 1,[20][8],0.893706262,0x20006D50,5 Hz
 1,[20][9],0.893577635,0x20006D54,5 Hz
 1,[20][10],0.893530726,0x20006D58,5 Hz
 1,[21][0],0.893331409,0x20006D5C,5 Hz
 1,[21][1],0.894037843,0x20006D60,5 Hz
 1,[21][2],0.894044995,0x20006D64,5 Hz
 1,[21][3],0.894105196,0x20006D68,5 Hz
 1,[21][4],0.894114971,0x20006D6C,5 Hz
 1,[21][5],0.894511402,0x20006D70,5 Hz
 1,[21][6],0.894636929,0x20006D74,5 Hz
 1,[21][7],0.894642711,0x20006D78,5 Hz
 1,[21][8],0.894366026,0x20006D7C,5 Hz
 1,[21][9],0.894417465,0x20006D80,5 Hz
 1,[21][10],0.894357085,0x20006D84,5 Hz
 1,[22][0],0.89421618,0x20006D88,5 Hz
 1,[22][1],0.89449662,0x20006D8C,5 Hz
 1,[22][2],0.894140959,0x20006D90,5 Hz
 1,[22][3],0.89412868,0x20006D94,5 Hz
 1,[22][4],0.894352555,0x20006D98,5 Hz
 1,[22][5],0.894233525,0x20006D9C,5 Hz
 1,[22][6],0.894348979,0x20006DA0,5 Hz
 1,[22][7],0.894300342,0x20006DA4,5 Hz
 1,[22][8],0.89420706,0x20006DA8,5 Hz
 1,[22][9],0.894583285,0x20006DAC,5 Hz
 1,[22][10],0.894222379,0x20006DB0,5 Hz
 1,[23][0],0.895200133,0x20006DB4,5 Hz
 1,[23][1],0.895086586,0x20006DB8,5 Hz
 1,[23][2],0.895161808,0x20006DBC,5 Hz
 1,[23][3],0.89487052,0x20006DC0,5 Hz
 1,[23][4],0.894972622,0x20006DC4,5 Hz
 1,[23][5],0.895126581,0x20006DC8,5 Hz
 1,[23][6],0.894884109,0x20006DCC,5 Hz
 1,[23][7],0.894903481,0x20006DD0,5 Hz
 1,[23][8],0.895185113,0x20006DD4,5 Hz
 1,[23][9],0.894836605,0x20006DD8,5 Hz
 1,[23][10],0.894919038,0x20006DDC,5 Hz
 1,[24][0],0.895410359,0x20006DE0,5 Hz
 1,[24][1],0.895286858,0x20006DE4,5 Hz
 1,[24][2],0.894919395,0x20006DE8,5 Hz
 1,[24][3],0.895140231,0x20006DEC,5 Hz
 1,[24][4],0.895003796,0x20006DF0,5 Hz
 1,[24][5],0.895042002,0x20006DF4,5 Hz
 1,[24][6],0.894589186,0x20006DF8,5 Hz
 1,[24][7],0.894857705,0x20006DFC,5 Hz
 1,[24][8],0.894950986,0x20006E00,5 Hz
 1,[24][9],0.894814849,0x20006E04,5 Hz
 1,[24][10],0.894912362,0x20006E08,5 Hz
 1,[25][0],0.895378768,0x20006E0C,5 Hz
 1,[25][1],0.895397604,0x20006E10,5 Hz
 1,[25][2],0.895408571,0x20006E14,5 Hz
 1,[25][3],0.895266354,0x20006E18,5 Hz
 1,[25][4],0.895477295,0x20006E1C,5 Hz
 1,[25][5],0.895367205,0x20006E20,5 Hz
 1,[25][6],0.895148158,0x20006E24,5 Hz
 1,[25][7],0.895001352,0x20006E28,5 Hz
 1,[25][8],0.895267963,0x20006E2C,5 Hz
 1,[25][9],0.895162165,0x20006E30,5 Hz
 1,[25][10],0.895242393,0x20006E34,5 Hz
 1,[26][0],0.895205617,0x20006E38,5 Hz
 1,[26][1],0.895165861,0x20006E3C,5 Hz
 1,[26][2],0.895108223,0x20006E40,5 Hz
 1,[26][3],0.895409822,0x20006E44,5 Hz
 1,[26][4],0.89482224,0x20006E48,5 Hz
 1,[26][5],0.8950544,0x20006E4C,5 Hz
 1,[26][6],0.895146728,0x20006E50,5 Hz
 1,[26][7],0.895060599,0x20006E54,5 Hz
 1,[26][8],0.894869864,0x20006E58,5 Hz
 1,[26][9],0.894977331,0x20006E5C,5 Hz
 1,[26][10],0.922790825,0x20006E60,5 Hz
 1,[27][0],0.895494461,0x20006E64,5 Hz
 1,[27][1],0.895374596,0x20006E68,5 Hz
 1,[27][2],0.895204306,0x20006E6C,5 Hz
 1,[27][3],0.895205319,0x20006E70,5 Hz
 1,[27][4],0.895047128,0x20006E74,5 Hz
 1,[27][5],0.895287693,0x20006E78,5 Hz
 1,[27][6],0.895140529,0x20006E7C,5 Hz
 1,[27][7],0.895054519,0x20006E80,5 Hz
 1,[27][8],0.895103395,0x20006E84,5 Hz
 1,[27][9],0.923207045,0x20006E88,5 Hz
 1,[27][10],0.923007607,0x20006E8C,5 Hz
 1,[28][0],0.895178914,0x20006E90,5 Hz
 1,[28][1],0.895694792,0x20006E94,5 Hz
 1,[28][2],0.895403504,0x20006E98,5 Hz
 1,[28][3],0.895412624,0x20006E9C,5 Hz
 1,[28][4],0.895312548,0x20006EA0,5 Hz
 1,[28][5],0.895265102,0x20006EA4,5 Hz
 1,[28][6],0.895111978,0x20006EA8,5 Hz
 1,[28][7],0.895452619,0x20006EAC,5 Hz
 1,[28][8],0.923573613,0x20006EB0,5 Hz
 1,[28][9],0.923594058,0x20006EB4,5 Hz
 1,[28][10],0.923236489,0x20006EB8,5 Hz
 1,[29][0],0.89556551,0x20006EBC,5 Hz
 1,[29][1],0.895430923,0x20006EC0,5 Hz
 1,[29][2],0.895480573,0x20006EC4,5 Hz
 1,[29][3],0.895803452,0x20006EC8,5 Hz
 1,[29][4],0.895949602,0x20006ECC,5 Hz
 1,[29][5],0.895589352,0x20006ED0,5 Hz
 1,[29][6],0.89590162,0x20006ED4,5 Hz
 1,[29][7],0.923993826,0x20006ED8,5 Hz
 1,[29][8],0.924113393,0x20006EDC,5 Hz
 1,[29][9],0.923951387,0x20006EE0,5 Hz
 1,[29][10],0.924055398,0x20006EE4,5 Hz
